,itemType,showType,id,imdbId,tmdbId,title,overview,releaseYear,originalTitle,directors,cast,rating,runtime,firstGenre,secondGenre,thirdGenre
1070,show,movie,19250628,tt1361504,movie/1213783,50 Years! Of Love?,What is it like to be married for 50 years? Are there any secrets that can help make it work?,2008,50 Years! Of Love?,['Karin Slater'],[],44,54.0,documentary,,
1071,show,movie,188532,tt0349137,movie/916745,50 Years: The Best of Hollywood,Join Tab Hunter on a journey through the history of Hollywood's greatest cinematic achievements from the 1950s to the end of the 20th century.,1998,50 Years: The Best of Hollywood,[],[],56,97.0,documentary,,
1072,show,movie,57662,tt1777595,movie/197583,50 to 1,A misfit group of New Mexico cowboys sets out on a life-changing journey when their racehorse qualifies for the Kentucky Derby. Based on a true story.,2014,50 to 1,['Jim Wilson'],"['Skeet Ulrich', 'Christian Kane', 'William Devane', 'Madelyn Deutch', 'Todd Lowe', 'David Atkinson', 'Calvin Borel']",63,110.0,drama,,
1073,show,movie,1154,tt1306980,movie/40807,50/50,"Diagnosed with spinal cancer, 27 year old Adam (Joseph Gordon-Levitt) navigates the road to recovery with the support of his crude best friend (Seth Rogen), his smothering mother (Angelica Huston) and an inexperienced therapist (Anna Kendrick).",2011,50/50,['Jonathan Levine'],"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick', 'Bryce Dallas Howard', 'Philip Baker Hall', 'Serge Houde', 'Andrew Airlie']",74,100.0,comedy,drama,
1075,show,movie,8949844,tt27180529,movie/1093356,500 Days of Silence,Explores the journeys of musicians persevering to maintain their livelihoods and creative inspiration as venues shutter during the COVID-19 pandemic.,2023,500 Days of Silence,['Jeremy Simmons'],"['Jordan Hoffman', 'Chico Diaz', 'Josh Kennedy', 'Sammy Hagar', 'Michael Anthony', 'Jim Adkins', 'Corey Taylor']",52,94.0,documentary,music,
1076,show,movie,9923327,tt32149531,movie/1318668,500 Days of Escobar,The 500-day manhunt for Colombia's Pablo Escobar is detailed through interviews and archival images in this crime documentary.,2023,500 Días de Escobar: la vertiginosa caída del capo,['Simón Hernández'],"['Pablo Escobar', 'César Gaviria', 'María Victoria Henao', 'Virginia Vallejo']",61,77.0,crime,documentary,
1077,show,movie,55887,tt2518848,movie/172767,500 MPH Storm,"In this tale of man vs. nature, one man must save his family after an experiment gone wrong unleashes deadly hurricanes capable of destroying America.",2013,500 MPH Storm,['Daniel Lusko'],"['Casper Van Dien', 'Sarah Lieving', 'Michael Beach', 'Keith Meriweather', 'Alex Knight', 'Dale O´Malley', 'Hayley Derryberry']",30,86.0,action,adventure,drama
1078,show,movie,247085,tt11364996,movie/1041419,5000 Blankets,"When her husband has a mental breakdown and goes missing, a woman and her son set out to find him.",2022,5000 Blankets,['Amin Matalqa'],"['Anna Camp', 'Rob Mayes', 'Carson Minniear', 'Kim Myers', 'Rod Hallett', 'Cindy Hogan', 'Jason Gaines']",61,91.0,drama,,
1079,show,movie,4810906,tt13871206,movie/788532,5000 Space Aliens,"In this surreal and animated feature, meet five thousand space aliens, deemed to be so by the Space Alien Commission, in five thousand seconds.",2023,5000 Space Aliens,['Scott Bateman'],[],51,86.0,animation,scifi,
1080,show,movie,270981,tt6881446,movie/944637,50K,"When Robert Stone is kidnapped and held hostage, his only chance of survival is to engage in a campaign of psychological warfare against his captors. But as the night wears on and the violence escalates, it won't just be THEIR secrets that are revealed.",2020,50K,[],[],50,87.0,crime,thriller,
1082,show,movie,44099,tt1629439,movie/57812,51,Reporters explore the Area 51 Air Force base. Their investigation is brought to a halt when a breach of security turns the base into a nightmare.,2011,51,['Jason Connery'],"['Rachel Miner', 'Jason London', 'Bruce Boxleitner', 'Vanessa Branch', 'Tammi Arender', 'John Shea']",36,90.0,action,adventure,fantasy
1083,show,movie,94561,tt0468442,movie/79161,51 Birch Street,"Doug Block had every reason to believe his parent's 54-year marriage was a good one. So he was not prepared when, shortly after his mother's death, his father phoned to announce that he was moving to Florida to live with his former secretary.",2006,51 Birch Street,['Doug Block'],"['Carol Block', 'Doug Block', 'Ellen Block']",65,88.0,documentary,,
1084,show,movie,133451,tt5198850,movie/447224,5150,"A vengeful, mentally ill woman blackmails three friends, threatening to reveal how they obtained their fame and fortunes. They commit a horrific act to keep their secrets hidden.",2016,5150,['Michael Cory Davis'],"['Ashlyn Pearce', 'Daffany Clark', 'Vanessa Giordano', 'Kirby Johnson', 'Michael Cory Davis', ""Stephen O'Mahoney"", 'Richie Stephens']",42,77.0,crime,drama,thriller
1085,show,movie,28873,tt0090567,movie/18588,52 Pick-Up,The wealthy husband of an aspiring politician gets caught in a compromising position with a young girl and becomes a target for blackmail and murder.,1986,52 Pick-Up,['John Frankenheimer'],"['Roy Scheider', 'Ann-Margret', 'Vanity', 'John Glover', 'Robert Trebor', 'Lonny Chapman', 'Kelly Preston']",63,110.0,crime,drama,thriller
1086,show,movie,8953529,tt28418991,movie/1217964,521 North Main Street,"A paranormal investigative team travels to the infamous Clown Motel in Nevada, only to meet an unexpected posse with a twisted sense of humor.",2023,521 North Main Street,['Marc Morales'],"['Ginger Gamble Martel', 'Darren Benjamin', 'Tiffany Skye Dodson', 'Ru Benjamin Revolver']",51,90.0,horror,,
1087,show,movie,85316,tt8196026,movie/589203,"522. A Cat, a Chinese Guy and My Father","Never going more than 522 steps beyond her home, an agoraphobic woman is forced to go on a trip out of the country following a tragic event.",2019,"522. Un gato, un chino y mi padre",['Paco R. Baños'],"['Natalia de Molina', 'Alberto Jo Lee', 'Miguel Borges', 'Manolo Solo', 'Maya Murofushi', 'João Lagarto', 'Sergio Domínguez']",51,88.0,drama,,
1088,show,movie,6985578,tt6129694,movie/1137199,53206: Milwaukee,"After her cousin’s murder, a talented young singer is torn between following her dreams at Julliard or staying in Milwaukee to help her community.",2018,53206: Milwaukee,['Kimberley T. Curtis'],"['Imani Brown', 'MarkAnthony Brisby']",47,82.0,drama,,
1089,show,movie,98553,tt13128292,movie/748911,537 Votes,"This documentary looks back at the wildly contested 2000 presidential election, which came down to 537 votes.",2020,537 Votes,['Billy Corben'],"['Fernand Amandi', 'Ann Louise Bardach', 'Mitchell Berger', 'Brad Blakeman', 'Dave Chappelle', 'Al Cárdenas', 'Jeff Garcia']",67,99.0,documentary,,
1090,show,movie,10445,tt0120577,movie/3682,54,In this fictionalised look behind the bright lights of the hottest club ever - Studio 54 - we follow the rise and fall of this decadent venue. Shane is plucked from the queue for the club and is given a job behind its bar only to become the nightspot's main attraction.,1998,54,['Mark Christopher'],"['Ryan Phillippe', 'Mike Myers', 'Salma Hayek Pinault', 'Breckin Meyer', 'Neve Campbell', 'Sela Ward', 'Sherry Stringfield']",58,92.0,drama,music,
1092,show,movie,53749,tt2147134,movie/116167,56 Up,"Starting in 1964 with Seven Up, The UP Series has explored this Jesuit maxim. The original concept was to interview 14 children from diverse backgrounds from all over England, asking them about their lives and their dreams for the future. Every seven years, renowned director Michael Apted, a researcher for Seven Up, has been back to talk to them, examining the progression of their lives. From cab driver Tony to schoolmates Jackie, Lynn and Susan and the heart-breaking Neil, as they turn 56 more life-changing decisions and surprising developments are revealed.",2012,56 Up,['Michael Apted'],"['Peter Davies', 'Neil Hughes', 'Tony Walker', 'Lynn Johnson', 'Susan Sullivan', 'Jacqueline Bassett', 'Paul Kligerman']",70,137.0,documentary,,
1093,show,movie,19121539,tt6426768,movie/598517,57,A man destroying his family while being haunted by the pain of his past uncovers a devastating mystery that threatens to end his life or save it.,2015,57,['Jomae Scott'],"['Autumn Cannon', 'Raison Thompson', 'Vernon Snoop Robinson']",36,98.0,drama,,
1094,show,movie,5027742,tt18083578,movie/937249,57 Seconds,"When a young man discovers the time travel powers of a mysterious ring, he uses it to loot the upper echelon, only to find himself in a dangerous situation when he discovers that his new uptown friends are responsible for the death of his sister.",2023,57 Seconds,['Rusty Cundieff'],"['Josh Hutcherson', 'Morgan Freeman', 'Lovie Simone', 'Greg Germann', 'Bevin Bru', 'Sammi Rotibi', 'Mark Jacobson']",55,99.0,scifi,{id:,
1095,show,movie,72263,tt1720035,movie/528044,59 Seconds,"After the murder of his twin brother, a guilt-ridden teenager drifts into criminal behavior that threatens the lives of everyone around him.",2018,59 Seconds,['Benedict Dorsey'],"['Nyell Segura', 'Pruitt Taylor Vince', 'Julito McCullum', 'Ciera Payton', 'Donzaleigh Abernathy', 'Octavius J. Johnson', 'Lloyd Watts']",53,92.0,action,drama,thriller
1096,show,movie,139264,tt9403508,movie/559323,5B,The bittersweet story of the nurses and caregivers who tended to terminal patients in the first AIDS ward in 1983 at San Francisco General Hospital.,2018,5B,"['Dan Krauss', 'Paul Haggis']","['Alison Moed', 'Mary Magee', 'Sasha Cutler', 'Cliff Morrison', 'David Denmark', 'Guy Vandenberg', 'Richard Locke']",62,95.0,documentary,,
1097,show,movie,2094190,tt15113946,movie/892017,5D Love,"Amira, an undergrad studying psychology, begins seeing spirits, reading minds, and predicting the future after experiencing random symptoms.",2021,5D Love,['Malachi Johnson'],"['Miina Saray', 'Brucellious Morris Jr.']",47,60.0,drama,,
1098,show,movie,804992,tt13457926,movie/1079725,5G: The Reckoning,"During a pandemic lockdown, a group of eight college students disconnected from the outside world find themselves part of a sinister conspiracy.",2023,5G: The Reckoning,['Michael Bafaro'],"['Hillary Young', 'Colm Hill', 'Nathaniel Vossen', 'Oliver De La Harpe', 'Mako Fujimoto', 'Michael Mitton', 'Tahnee Langshaw']",28,81.0,horror,,
1099,show,movie,230720,tt1326219,movie/327920,5K1,"Two best friends must choose between loyalty and life in the streets when an informant aids in their indictment, testing their bond and future.",2018,5K1,['Donny Armstrong'],"['Clifton Powell', 'Forty Da Great', 'Yukmouth', 'Melvin Jackson Jr.', 'Angelo Ashmon', 'Ayanna Fullilove', 'Big Herk']",47,108.0,action,drama,
1100,show,movie,41463,tt0494199,movie/10251,5ive Girls,Five wayward teens at a Catholic reform school discover they possess special powers to battle an ancient demon who has ruled the institution for eons.,2007,5ive Girls,['Warren P. Sonoda'],"['Ron Perlman', 'Amy Lalonde', 'Terra Vnesa', 'Barbara Mamabolo', 'Krysta Carter', 'Jordan Madley', 'Richard Alan Campbell']",46,96.0,horror,thriller,
1101,show,movie,7524855,tt1524515,movie/1079346,5lbs of Pressure,"Back in his old neighborhood after a prison stint, an ex-con trying to walk the path of forgiveness crosses destinies with an unhappy drug dealer.",2024,5lbs of Pressure,['Phil Allocco'],"['Luke Evans', 'Rory Culkin', 'Alex Pettyfer', 'Rudy Pankow', 'Charlie Rawes', 'Laura Hopper', 'Fahim Fazli']",55,110.0,crime,romance,thriller
1102,show,movie,239268,tt1745651,movie/296459,5th & Alameda,"After a reluctant criminal shoots a pregnant woman, killing her unborn child, he shows up at her house seeking penance, throwing himself to her mercy.",2011,5th & Alameda,['Richard Friedman'],"['Saye Yabandeh', 'Mario Van Peebles', 'Corey Sevier', 'Rome Shadanloo', 'Vince Lozano', 'Travis Johns']",54,123.0,drama,thriller,
1103,show,movie,32566,tt8241876,movie/737058,5th Borough,"When a cash-strapped man learns his daughter has a brain tumor, he turns to his old Staten Island buddies to get back into their “family business.”",2020,5th Borough,['Steve Stanulis'],"['Steve Stanulis', 'Tara Reid', 'James Russo', 'Lillo Brancato', 'Vincent Young', 'Joseph Russo', 'Chloe Lang']",52,95.0,crime,,
1104,show,movie,63664,tt3165632,movie/352548,5th Passenger,"In outer space, in the year 2151, a pregnant officer in an interstellar escape pod fights a ruthless alien determined to be the only living species.",2018,5th Passenger,['Scotty Baker'],"['Doug Jones', 'Tim Russ', 'Marina Sirtis', 'Armin Shimerman', 'Mindy Robinson', 'David Lim', 'Elaine Ann Hu']",35,89.0,scifi,{id:,
1106,show,movie,189927,tt5668208,movie/630193,5th of July,Fulfilling his father’s dying wish sets off a curse of epic proportions that a young professor must lift by nightfall or risk losing everything.,2019,5th of July,['Camilo Vila'],"['Jaleel White', 'Gary Anthony Williams', 'Sean Kanan', 'Dyana Ortelli', 'Brent Briscoe', 'Ruth Livier', 'Katie Amess']",48,102.0,comedy,,
1107,show,movie,184037,tt0418451,movie/80130,5up 2down,,2006,5up 2down,['Steven Kessler'],"['Kirk Acevedo', 'Robert T. Bogue', 'Andre Royo', 'Dominic Chianese Jr.', 'Olivia Richardson', 'Paz de la Huerta', 'Natane Boudreau']",49,96.0,drama,,
1108,show,movie,21789,tt0354356,movie/4974,Five Times Two,The beginning and end of the love between a woman and a man plays out in five key stages of their life together.,2004,5x2,['François Ozon'],"['Valeria Bruni Tedeschi', 'Stéphane Freiss', 'Françoise Fabian', 'Michael Lonsdale', 'Géraldine Pailhas', 'Antoine Chappey', 'Marc Ruchmann']",65,90.0,drama,romance,
1109,show,movie,82317,tt11032810,movie/742391,Final Set,"A former professional tennis prodigy decides at age 37 to return to the French Open, in spite of his declining physical fitness and shattered knee.",2021,5ème Set,['Quentin Reynaud'],"['Alex Lutz', 'Ana Girardot', 'Kristin Scott Thomas', 'Jürgen Briand', 'Leny Mitjana', 'Mary Patrux', 'Paul-Henri Mathieu']",64,112.0,drama,,
1111,show,movie,37061,tt6142496,movie/500634,6 Balloons,"Over the course of one night, a woman drives across Los Angeles with her brother, who is addicted to heroin, in search of a detox center.",2018,6 Balloons,['Marja-Lewis Ryan'],"['Abbi Jacobson', 'Dave Franco', 'Charlotte Carel', 'Madeline Carel', 'Jane Kaczmarek', 'Dawan Owens', 'Tim Matheson']",59,75.0,drama,,
1112,show,movie,25468,tt5503688,movie/423087,6 Below: Miracle on the Mountain,A thrill-seeking former hockey pro finds himself testing the limits of human endurance when he gets stranded on a mountain during a brutal snowstorm.,2017,6 Below: Miracle on the Mountain,['Scott Waugh'],"['Josh Hartnett', 'Mira Sorvino', 'Sarah Dumont', 'Kale Culley', 'Jason Cottle', 'Austin R. Grant', 'Nathan Stevens']",57,97.0,drama,,
1113,show,movie,191617,tt3090110,movie/297735,6 Bullets to Hell,"When a farmer’s wife is murdered by a ruthless bandit and his gang, a retired gunman hunts them down, one by one, in this old-style spaghetti western.",2014,6 Bullets to Hell,"['Tanner Beard', 'Russell Quinn Cummings']","['Tanner Beard', 'Crispian Belfrage', 'Ken Luckey', 'Magda Rodriguez', 'Antonio Mayans', 'Nacho Diáz', 'Norberto Morán']",52,80.0,action,adventure,
1114,show,movie,13324,tt4703048,movie/347984,6 Days,"A six-day ordeal begins in April 1980 when gunmen storm the Iranian Embassy in London, taking 26 hostages, and the SAS prepares an epic counterattack.",2017,6 Days,['Toa Fraser'],"['Jamie Bell', 'Mark Strong', 'Abbie Cornish', 'Martin Shaw', 'Tim Pigott-Smith', 'Ben Turner', 'Emun Elliott']",61,94.0,action,drama,history
1115,show,movie,180431,tt1801026,movie/375655,6 Days Dark,A young woman’s affair with a rich married man is the worst decision she made once his wife puts a curse on her and sends a Nazi demon to terrify her.,2014,6 Days Dark,['Miona Bogović'],"['Svetlana D. Petković', 'Lorena Rincon', 'Peter J. Chaffey', 'Ana Maljević', 'Oleg Vidov', 'Lana May', 'Miljana Kravić']",39,90.0,horror,,
1116,show,movie,47399,tt2076781,movie/76360,6 Days to Air: The Making of South Park,"Go behind the scenes at South Park Studios with Trey Parker and Matt Stone, and see how an episode is created - in just six days.",2011,6 Days to Air: The Making of South Park,['Arthur Bradford'],"['Trey Parker', 'Matt Stone', 'Bill Hader', 'Anne Garefino', 'Frank C. Agnone II', 'Vernon Chatman', 'Susan Hurwitz Arneson']",71,42.0,documentary,,
1117,show,movie,102870,tt2002789,movie/74006,6 Degrees of Hell,Six people are caught up in a supernatural perfect storm as an evil lays claim to one of them and threatens to take the soul of a Pennsylvania town.,2012,6 Degrees of Hell,['Joe Raffa'],"['Corey Feldman', 'Jill Whelan', 'Brian Anthony Wilson', 'Joe Raffa']",27,89.0,horror,,
1119,show,movie,183182,tt5562832,movie/561896,"6 Dynamic Laws for Success (in Life, Love & Money)","A lifelong loser discovers a coded message in a self-help book, revealing the location of millions in stolen cash. He's not the only one.",2018,"6 Dynamic Laws for Success (in Life, Love & Money)",['Gregory Bayne'],"['Travis Swartz', 'Jennifer Lafleur', 'Ross Partridge', 'Sara Lynch', 'Lisa King Hawkes', 'Bennett Huhn', 'Annie Bulow']",58,92.0,comedy,,
1120,show,movie,83228,tt1558576,movie/29776,6 Guns,A young woman enlists the aid of a bounty hunter so she can take revenge on the men who killed her husband and raped her.,2010,6 Guns,['Shane van Dyke'],"['Sage Mears', 'Anya Benton', 'Jason Ellefson', 'Greg Evigan', 'Valerie K. Garcia', 'Erin Marie Hogan', 'Geoff Meed']",44,91.0,western,,
1121,show,movie,2161153,tt2831438,movie/1093455,6 Hearts 1 Beat,"When a man falls in love with a mother of four children, he faces the challenge of loving her, in spite of the opinions of those around him.",2013,6 Hearts 1 Beat,['Frank E. Jackson Jr.'],"['Jae Boddie', 'Tray Chaney', 'Cheyenne Cummings']",50,89.0,family,romance,
1122,show,movie,8867770,tt22897544,movie/1273783,6 Hours Away,"After his wife goes missing, an ex-Marine must assassinate a series of human traffickers in Mexico as he races against time to save her.",2024,6 Hours Away,['Nicolás Di Blasi'],"['Guillermo Iván', ""Roberto 'Sanz' Sanchez"", 'Óscar López', 'Lara Wolf', 'Zair Montes', 'Oscar Torre']",42,93.0,action,,
1123,show,movie,220274,tt2147708,movie/488247,6 Models in Hell,"6 models arrive at a warehouse to audition for a fashion show being hosted by the biggest talent agency in the city. Little do they know, the MC hosting the audition knows their innermost demons and intends to judge them for past sins.",2017,6 Models in Hell,['Simi Van Scoy'],"['Tony Slade', 'Krishna Tailor', 'Jennifer Renée Price', 'Nikiya Palombi', 'Erica Saben', 'Joale Norris', 'Steven Carey']",36,75.0,horror,,
1124,show,movie,241270,tt1482104,movie/614272,6 Nonsmokers,"Dr. Henry Caldwell, the world's foremost mediator, faces the biggest challenge of his career when he takes on six roommates whose only thing in common is that none of them smoke.",2013,6 Nonsmokers,['Francis Abbey'],[],54,98.0,comedy,,
1125,show,movie,109415,tt2178915,movie/163189,6 Plots,"Unable to call the police, a young woman must locate and save her friends after a psychopath kidnaps them and traps them in terrifying situations.",2012,6 Plots,['Leigh Sheehan'],"['Alice Darling', 'Penelope Mitchell', 'Joey Coley-Sowry', 'Ryan Corr', 'Eliza Taylor', 'Lucy Sheehan']",37,86.0,horror,thriller,
1126,show,movie,10172,tt1179069,movie/41505,6 Souls,"A psychiatrist treats a patient who takes on the personalities of his murder victims. In her attempt to help him, she puts herself in danger.",2010,6 Souls,"['Måns Mårlind', 'Björn Stein']","['Julianne Moore', 'Jonathan Rhys Meyers', 'Jeffrey DeMunn', 'Frances Conroy', 'Nate Corddry', 'Brooklynn Proulx', 'Brian Anthony Wilson']",60,108.0,horror,mystery,thriller
1127,show,movie,2549,tt8106534,movie/509967,6 Underground,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",2019,6 Underground,['Michael Bay'],"['Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Ben Hardy', 'Adria Arjona', 'Dave Franco', 'Corey Hawkins']",61,128.0,action,thriller,
1128,show,movie,92874,tt3550902,movie/346079,6 Ways to Die,A man of mystery hires six criminals to help him take revenge on a drug kingpin and make him suffer in all the ways he did at his target’s hands.,2015,6 Ways to Die,['Nadeem Soumah'],"['Vinnie Jones', 'Vivica A. Fox', 'Dominique Swain', 'Bai Ling', 'Michael Rene Walton', 'Tom Sizemore', 'Luis Fernandez-Gil']",43,103.0,crime,mystery,thriller
1129,show,movie,227772,tt7689208,movie/511062,6 Weeks to Mother's Day,150 students living in the Thai jungle get ready to celebrate and honor their hard-working adoptive mother/principal for her special holiday.,2017,6 Weeks to Mother's Day,['Marvin Blunte'],[],55,93.0,documentary,,
1130,show,movie,5316196,tt12730580,movie/1131142,6 Wheels From Hell!,Four teens on their way to college look to escape from a deranged truck driver with a torture chamber in the back of his murder bus.,2022,6 Wheels From Hell!,['Evan Allen'],"['Mark Anthony Baca', 'Evan Keys', 'Malachi Durant', 'Brenna Marie Narayan', 'Kevin Sanders', 'Brenda Occhipinti', 'Ricardo Velazquez']",49,83.0,comedy,horror,
1131,show,movie,18863,tt3799372,movie/323674,6 Years,"A young couple in their early 20s, Dan and Melanie, have known each other since childhood. Now their 6-year romantic relationship is put to the test when Dan receives an attractive job offer from the record label with whom he interns, and he must choose between a move forward and a future with Mel. Growth and temptation happen – but will their relationship remain part of their future?",2015,6 Years,['Hannah Fidell'],"['Taissa Farmiga', 'Ben Rosenfield', 'Lindsay Burdge', 'Joshua Leonard', 'Jennifer Lafleur', 'Peter Vack', 'Dana Wheeler-Nicholson']",54,79.0,drama,romance,
1132,show,movie,134833,tt1830459,movie/63833,Day 6,A scientist studying alien abductions learns that several alien races have been installing their active memories in people's brains for millennia.,2011,6 giorni sulla Terra,['Varo Venturi'],"['Massimo Poggio', 'Laura Glavan', 'Varo Venturi', 'Ludovico Fremont', 'Marina Kazankova', 'Pier Giorgio Bellocchio', 'Nazzareno Bomba']",38,111.0,mystery,scifi,{id:
1133,show,movie,283360,tt4853188,movie/643301,6 Hours: The End,"After discovering that his city's nuclear reactor is poised to explode, an ordinary young man has six hours to help his friends escape annihilation.",2015,6 horas,['Diego Ayala'],"['Koke Santa Ana', 'Cesar Gonzalez', 'Andres Cesar Gonzalez', 'Paulina Cuevas', 'Jocelyn Anfossy']",37,66.0,action,scifi,{id:
1134,show,movie,76295,tt8360902,movie/522438,6-Headed Shark Attack,A couple's retreat on a secluded island morphs into a desperate fight for survival as they face an unexpected threat: a 6-headed shark.,2018,6-Headed Shark Attack,['Mark Atkins'],"['Brandon Auret', 'Thandi Sebe', 'Cord Newman', 'Naima Sebe', 'Tapiwa Musvosvi', 'Meghan Oberholzer', 'Jonathan Pienaar']",33,89.0,action,adventure,
1137,show,movie,18886648,tt15537800,movie/1199545,60 Miles North,"After losing the role of a lifetime, an aspiring actor retreats to his hometown and develops an unexpected bond with a woman who has Lyme disease.",2022,60 Miles North,['Edward Crawford'],"['Jack Mulcahy', 'Audrey Kovár', 'Edward Crawford', 'Danny Doherty', 'Marsha Dietlein', 'Jane Dashow', 'Claire Ganshert']",57,81.0,comedy,drama,
1138,show,movie,6750264,tt29538571,movie/1212073,Sixty Minutes,"Desperate to keep custody of his daughter, a mixed martial arts fighter abandons a big match and races across Berlin to attend her birthday party.",2024,60 Minuten,['Oliver Kienle'],"['Emilio Sakraya', 'Dennis Mojen', 'Marie Mouroum', 'Paul Wollin', 'Florian Schmidtke', 'Aristo Luis', 'José Barros']",59,89.0,action,adventure,drama
1140,show,movie,159544,tt4942694,movie/497830,60 Seconds to Die,"A horror anthology uniting new filmmakers from across the globe to create a modern day grindhouse, in the style of the most shocking movies of the 70's.",2017,60 Seconds to Die,"['Sophia Cacciola', 'Pete Yagmin', 'Izzy Lee', 'Michael J. Epstein', 'Corey Norman', 'James Balsamo', 'Eric Alfonsi', 'Sam Mason Bell', 'Shane Ryan-Reid', 'Lucas Ostrowski']","['George Capacete', 'Sophia Cacciola', 'Nicole Graziano', 'Ethan Kavanagh', 'Dexter Fletcher', 'Robert Walters', 'Tony Hamer']",44,94.0,horror,,
1141,show,movie,185570,tt5576912,movie/806204,60 Seconds to Die 3,"This anthology from Hell, composed of horrific shorts in the style of the shocking and gritty '70s and '80s grindhouse, promises lingering nightmares.",2021,60 Seconds to Die 3,"['Ruben Rodriguez', 'Tony Newton', 'Martin W. Payne', 'Lilith Singson']","['Jennifer Nangle', 'Hunter Johnson', 'John H. Shelton', 'Alex Reed', 'Jenna Kildosher', 'Alexander Hauck', 'Daniel B. Dikov']",28,72.0,horror,,
1142,show,movie,236849,tt13135756,movie/936042,60 Seconds to Live,"A horror anthology loaded with non-stop screams, gore-soaked carnage, and jump scares from some of the most ambitious directors around the world.",2022,60 Seconds to Live,"['Dave Maggot', 'Nick Charles', 'Shane Ryan-Reid', 'Mason Newton DeRushie']","['Shawn C. Phillips', 'Ross Heath', ""Billy 'Bloody Bill' Pon"", 'Ken May', ""Elizabeth D'Ambrosio"", 'Sonja Hadjiiski', 'Dave Maggot']",28,67.0,horror,,
1143,show,movie,89122,tt1534084,movie/52349,In Gold We Trust,Seven thieves try to survive in the jungles of Guyana after stealing a fortune in gold.,2010,600 kilos d'or pur,['Éric Besnard'],"['Clovis Cornillac', 'Audrey Dana', 'Claudio Santamaria', 'Bruno Solo', 'Ériq Ebouaney', 'Patrick Chesnais', 'Gérard Klein']",46,95.0,adventure,,
1144,show,movie,52781,tt3685622,movie/321666,600 Miles,"When a bust goes horribly wrong, an ATF agent finds himself at the mercy of a young Mexican gunrunner. Staying alive won't be easy.",2015,600 millas,['Gabriel Ripstein'],"['Tim Roth', 'Kristyan Ferrer', 'Harrison C. Thomas', 'Mónica del Carmen', 'Craig Hensley', 'Julian Sedgwick', 'Tad Sallee']",56,83.0,drama,thriller,
1145,show,movie,13057209,tt33022597,movie/1314659,6000-LB. Shark,"With reports of enormous fat white sharks appearing off the coast of New Zealand, scientists Tom Hird and Leigh de Necker set out to find one of these behemoths and determine if the great white can reach a staggering 6,000 lbs.",2024,6000-LB. Shark,[],"['Tom Hird', 'Leigh de Necker', 'Andy Casagrande']",53,44.0,documentary,,
1147,show,movie,15924,tt0250934,movie/20536,61*,"Billy Crystal directed this towering true story of two friends who chased the ultimate record in sports--and discovered that respect isn't something you earn on the ballfield. Mickey Mantle and Roger Maris--the 'M & M Boys' of the New York Yankees--captivated America in 1961 with their assault on Babe Ruth's single-season home-run record. As the flamboyant superstar Mantle and the aloof family man Maris chased the ghost of the Babe, they found themselves caught in the glare of an unrelenting media spotlight that tested the limits of their patience...and their friendship.",2001,61*,['Billy Crystal'],"['Barry Pepper', 'Thomas Jane', 'Anthony Michael Hall', 'Richard Masur', 'Bruce McGill', 'Chris Bauer', 'Jennifer Crystal Foley']",75,128.0,drama,history,
1148,show,movie,4326823,tt10225926,movie/738057,616 Wilford Lane,"Reeling from tragedy, a father and his two teenage daughters start over in rural California in what turns out to be the most haunted house in town.",2021,616 Wilford Lane,['Dante Yore'],"['Eric Roberts', 'Jasmine Waltz', 'Jessica Chancellor', 'Stevonte Hart', 'Don Scribner', 'Mark DeCarlo', 'John Littlefield']",44,85.0,horror,,
1149,show,movie,108086,tt2676710,movie/178687,616: Paranormal Incident,A special agent gets called to the derelict Woodburrow Prison and finds himself left alone to face what might be the most evil force ever conceived.,2013,616: Paranormal Incident,['David Chirchirillo'],"['Thomas Downey', 'Jennefer Folsom', 'Rib Hillis', 'Eve Mauro', 'Adrian Kirk', 'Josef Cannon', 'Trent Haaga']",31,80.0,horror,,
1151,show,movie,19343564,tt6203998,movie/458679,626 Evolution,"Amnesiac '626' and a gifted teen evade agents and thugs, unraveling 626's past and a global conspiracy while infiltrating enemy lines to expose it.",2017,626 Evolution,['John Lyde'],"['Danielle C. Ryan', 'James Gaisford', 'Michael Flynn', 'Demetrius Daniels', 'Landon Henneman', 'Andrew Dee Jones', 'Michaela McAllister']",44,78.0,action,scifi,
1152,show,movie,79168,tt8929142,movie/698102,63 Up,"The literal experience of a lifetime, where real people's lives are documented in full. Experience the next steps in their life-long journeys in this groundbreaking documentary.",2019,63 Up,['Michael Apted'],"['Nicholas Hitchon', 'Tony Walker', 'John Brisby', 'Bruce Balden', 'Charles Furneaux', 'Lynn Johnson', 'Suzanne Dewey']",69,137.0,documentary,,
1153,show,movie,37353,tt0057811,movie/15925,633 Squadron,Courage and stunning self-sacrifice clash against the powers of evil in this WWII epic set in the aerial battlefields of war-torn Europe.,1964,633 Squadron,['Walter Grauman'],"['Cliff Robertson', 'George Chakiris', 'Maria Perschy', 'Harry Andrews', 'Donald Houston', 'Michael Goodliffe', 'John Meillon']",63,90.0,drama,history,war
